"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2015";"Réalisation.2016";"Prévision.2017.PAP.2017";"Prévision.2017.PAP.2018";"Réalisation.2017";"Année.cible";"Valeur.cible";"Degré.de.réalisation";"Code.Ministère";"Ministère"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"974";"P155.1";"Développer la gestion des emplois, des effectifs et des compétences";"11669";"P155.1.1";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"";"X";"15652";"Ratio d'efficience de la gestion des ressources humaines";"";"";"SSI Documenté";"%";"3,44";"3,3";"3,1";"3,1";"3,46";"2017";"3,1";"Absence d'amélioration";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"974";"P155.1";"Développer la gestion des emplois, des effectifs et des compétences";"11669";"P155.1.1";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"";"X";"17750";"Pour information : effectifs gérés";"";"";"SSI Documenté";"Effectifs physiques";"19308";"19112";"n.d.";"n.d.";"18893";"2017";"n.d.";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"974";"P155.1";"Développer la gestion des emplois, des effectifs et des compétences";"11993";"P155.1.2";"Part des bénéficiaires de l'obligation d'emploi prévue par la loi n° 87-517 du 10 juillet 1987";"Citoyen";"";"X";"16343";"Part des bénéficiaires de l'obligation d'emploi au sein des effectifs de la mission";"";"";"SSI Documenté";"%";"7,02";"6";"6";"6";"6";"2017";"6";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"11668";"P155.2.1";"Ratio d'efficience bureautique";"Contribuable";"";"X";"15650";"En administration centrale";"";"";"SSI Documenté";"Euros/poste";"1247";"1423";"<=1620";"1480";"1627";"2017";"<=1620";"Absence d'amélioration";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"11668";"P155.2.1";"Ratio d'efficience bureautique";"Contribuable";"";"X";"15651";"Pour information : nombre de postes bureautiques en administration centrale";"";"";"SSI Documenté";"Nombre de postes";"5548";"5825";"n.d.";"n.d.";"5811";"2017";"n.d.";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"11670";"P155.2.2";"Efficience de la gestion immobilière";"Contribuable";"";"X";"15656";"Ratio entretien courant / SUB en administration centrale";"";"";"SSI Documenté";"€/m²";"28,65";"24,85";"28,98";"24";"25,3";"2017";"28";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"11670";"P155.2.2";"Efficience de la gestion immobilière";"Contribuable";"";"X";"15655";"Ratio SUN / Poste de travail en administration centrale";"";"";"SSI Documenté";"m²/poste de travail";"12,3";"12,3";"12,3";"12,3";"12,3";"2017";"12,3";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"14194";"P155.2.3";"Efficience de la fonction achat";"Contribuable";"";"";"23254";"Efficience de la fonction achat";"";"";"SSI Documenté";"millions d'€";"8,3";"6,23";"6";"6";"5,4";"2017";"n.d.";"Absence d'amélioration";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"14588";"P155.2.4";"Respect des coûts et délais des grands projets";"Contribuable";"";"";"24079";"Taux d'écart calendaire agrégé (projets immobiliers)";"";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"14588";"P155.2.4";"Respect des coûts et délais des grands projets";"Contribuable";"";"";"24080";"Taux d'écart budgétaire agrégé (projets immobiliers)";"";"";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o.";"s.o.";"2017";"s.o.";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"14588";"P155.2.4";"Respect des coûts et délais des grands projets";"Contribuable";"";"";"24081";"Taux d'écart calendaire agrégé (projets informatiques)";"";"";"SSI Documenté";"%";"n.d.";"43";"10";"0";"s.o.";"2017";"10";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"2625";"P155.2";"Accroître l'efficience de la gestion des moyens";"14588";"P155.2.4";"Respect des coûts et délais des grands projets";"Contribuable";"";"";"24082";"Taux d'écart budgétaire agrégé (projets informatiques)";"";"";"SSI Documenté";"%";"n.d.";"12.6";"5";"0";"s.o.";"2017";"5";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"980";"P155.3";"Améliorer la qualité du service rendu dans les autres fonctions transversales";"13020";"P155.3.1";"Part des publications programmées diffusées au plus tard le mois suivant la date indiquée";"Usager";"";"";"20839";"Part des publications programmées diffusées au plus tard le mois suivant la date indiquée";"";"";"SSI Documenté";"%";"60";"55";"62";"62";"73,4";"2017";"62";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P155";"Conception, gestion et évaluation des politiques de l'emploi et du travail";"980";"P155.3";"Améliorer la qualité du service rendu dans les autres fonctions transversales";"981";"P155.3.2";"Notoriété des travaux d'études, statistiques, recherche et évaluation";"Citoyen";"";"";"8156";"Notoriété des travaux d'études, statistiques, recherche et évaluation";"";"";"SSI Documenté";"Nb retombées médias";"8254";"9131";">7000";">7000";"9122";"2017";">7000";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budgets annexes";"Contrôle et exploitation aériens";"P612";"Navigation aérienne";"2497";"MXC.2 (P612.1)";"Assurer un haut niveau de sécurité de la navigation aérienne";"2576";"P612.1.1";"Nombre de croisements hors norme pour 100000 vols";"Usager";"Stratégique mission";"";"8367";"Nombre de croisements hors norme pour 100000 vols";"";"";"SSI Documenté";"nombre";"0";"0,07";"<=0,20";"SO";"0,06";"2017";"<=0,20";"Cible atteinte";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P614";"Transports aériens, surveillance et certification";"2505";"MXC.3 (P614.1)";"Concourir à la sécurité et à la sûreté de l'aviation civile";"2596";"P614.1.1";"Réduction des écarts à la réglementation grâce à des contrôles appropriés";"Citoyen";"Stratégique mission";"";"23558";"Taux de réalisation des plans de surveillance conformément au programme initial";"";"";"SSI Documenté";"%";"93";"93";"95";">90";"91";"2017";"95";"Cible atteinte";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P614";"Transports aériens, surveillance et certification";"2505";"MXC.3 (P614.1)";"Concourir à la sécurité et à la sûreté de l'aviation civile";"2596";"P614.1.1";"Réduction des écarts à la réglementation grâce à des contrôles appropriés";"Citoyen";"Stratégique mission";"";"8440";"Nombre d'écarts significatifs à la réglementation détectés par organisme audité ou inspecté sur une base programmée";"";"";"SSI Documenté";"ratio";"3,3";"1,6";"<2";"<2";"1,7";"2017";"<2";"Cible atteinte";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P614";"Transports aériens, surveillance et certification";"2505";"MXC.3 (P614.1)";"Concourir à la sécurité et à la sûreté de l'aviation civile";"2596";"P614.1.1";"Réduction des écarts à la réglementation grâce à des contrôles appropriés";"Citoyen";"Stratégique mission";"";"13831";"Pourcentage des rapports d'audit émis moins de quarante-cinq jours après la fin de l'audit";"";"";"SSI Documenté";"%";"96";"98";"95";"95";"98";"2017";"95";"Cible atteinte";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P614";"Transports aériens, surveillance et certification";"868";"MXC.4 (P614.2)";"Limiter les impacts environnementaux du transport aérien";"10874";"P614.2.1";"Respect de la réglementation environnementale";"Citoyen";"Stratégique mission";"";"12362";"Nombre d'infractions sanctionnées par l'ACNUSA";"";"";"SSI Documenté";"nombre";"335";"417";"<=450";"<=450";"328";"2017";"<=500";"Cible atteinte";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P614";"Transports aériens, surveillance et certification";"868";"MXC.4 (P614.2)";"Limiter les impacts environnementaux du transport aérien";"10874";"P614.2.1";"Respect de la réglementation environnementale";"Citoyen";"Stratégique mission";"";"12494";"Taux de vols réalisés sur les 12 plus grandes plates-formes avec les avions les plus performants en termes d'émissions sonores";"";"";"SSI Documenté";"%";"91,3";"91,4";">=90";">=90";"91,5";"2017";">=90";"Cible atteinte";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2413";"MXC.5 (P613.2)";"Maîtriser l'équilibre recettes / dépenses et l'endettement du budget annexe";"2489";"P613.2.1";"Endettement / recettes d'exploitation";"Contribuable";"Stratégique mission";"";"8336";"Endettement / recettes d'exploitation";"";"";"SSI Documenté";"%";"60,4";"52,8";"48,9";"48,9";"44,9";"2017";"ND";"Amélioration";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2412";"MXC.1 (P613.1)";"Rendre un service de gestion des ressources humaines au meilleur coût";"2488";"P613.1.1";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"Stratégique mission";"X";"7846";"Ratio d'efficience de la gestion des ressources humaines";"";"";"SSI Documenté";"%";"2,53";"2,5";"2,5";"2,5";"2,52";"2017";"2.50";"Absence d'amélioration";"";""
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2412";"P613.1";"Rendre un service de gestion des ressources humaines au meilleur coût";"2488";"P613.1.1";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"";"X";"7846";"Ratio d'efficience de la gestion des ressources humaines";"";"";"SSI Documenté";"%";"2,53";"2,5";"2,5";"2,5";"2,52";"2017";"2.50";"Absence d'amélioration";"MIN23";"Environnement, énergie et mer"
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2413";"P613.2";"Maîtriser l'équilibre recettes / dépenses et l'endettement du budget annexe";"2489";"P613.2.1";"Endettement / recettes d'exploitation";"Contribuable";"";"";"8336";"Endettement / recettes d'exploitation";"";"";"SSI Documenté";"%";"60,4";"52,8";"48,9";"48,9";"44,9";"2017";"ND";"Amélioration";"MIN23";"Environnement, énergie et mer"
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2414";"P613.3";"S'assurer du recouvrement optimum des recettes du budget annexe";"4498";"P613.3.1";"Taux de recouvrement des recettes du budget annexe";"Contribuable";"";"";"6480";"Taux de recouvrement de la RSTCA";"";"";"SSI Documenté";"%";"88,46";"99,45";"98,9";"99,6";"99,75";"2017";"89.30";"Cible atteinte";"MIN23";"Environnement, énergie et mer"
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2414";"P613.3";"S'assurer du recouvrement optimum des recettes du budget annexe";"4498";"P613.3.1";"Taux de recouvrement des recettes du budget annexe";"Contribuable";"";"";"6481";"Taux de recouvrement de la TAC";"";"";"SSI Documenté";"%";"96,32";"99,64";"99,5";"99,5";"99,81";"2017";"97.30";"Cible atteinte";"MIN23";"Environnement, énergie et mer"
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2509";"P613.4";"Assurer la formation des élèves ingénieurs aux meilleures conditions économiques";"2603";"P613.4.1";"Coût de la formation des élèves";"Contribuable";"";"";"8168";"Coût unitaire de la formation d'un élève ingénieur ENAC";"";"";"SSI Documenté";"€/élève";"56568";"55500";"54000";"54000";"ND";"2017";"54000";"Données non renseignées";"MIN23";"Environnement, énergie et mer"
"Budgets annexes";"Contrôle et exploitation aériens";"P613";"Soutien aux prestations de l'aviation civile";"2510";"P613.5";"Faire de l'ENAC une école de référence dans le domaine du transport aérien en France et à l'étranger";"2604";"P613.5.1";"Taux d'insertion professionnelle des élèves";"Citoyen";"";"";"8129";"Taux d'insertion professionnelle des élèves civils ingénieurs (IENAC) six mois après la délivrance de leur diplôme";"";"";"SSI Documenté";"%";"93";"94";"95";"94";"ND";"2017";"95";"Données non renseignées";"MIN23";"Environnement, énergie et mer"
