"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Indicateur.de.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2010";"Réalisation.2011";"Prévision.2012.PAP.2012";"Prévision.2012.PAP.2013";"Réalisation.2012";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2218";"P152.4";"Améliorer le taux d'élucidation des crimes et délits";"2218";"P152.4.1";"Taux détaillé d'élucidation (principaux indicateurs de la délinquance)";"Citoyen";"Indicateur de mission";"";"17709";"Atteintes volontaires à l'intégrité physique des personnes";"";"";"SSI Documenté";"%";"79,5";"84,74";"80";"80";"78,1";"2013";"80";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2218";"P152.4";"Améliorer le taux d'élucidation des crimes et délits";"2218";"P152.4.1";"Taux détaillé d'élucidation (principaux indicateurs de la délinquance)";"Citoyen";"Indicateur de mission";"";"17710";"Escroqueries et infractions économiques et financières";"";"";"SSI Documenté";"%";"65,2";"72,63";"70";"68,5";"72,5";"2013";"70";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2218";"P152.4";"Améliorer le taux d'élucidation des crimes et délits";"3008";"P152.4.2";"Taux d'identification des traces papillaires exploitables recueillies sur les scènes d'infraction";"Citoyen";"";"";"13317";"Taux d'identification des traces papillaires exploitables recueillies sur les scènes d'infraction";"";"";"SSI Documenté";"%";"19,9";"20,3";"22";"22";"19,9";"2013";"25";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2218";"P152.4";"Améliorer le taux d'élucidation des crimes et délits";"11296";"P152.4.3";"Taux de signalisation au Fichier National d'Analyse des Empreintes Génétiques (FNAEG) des individus mis en cause";"Citoyen";"";"";"13009";"Taux de signalisation au Fichier National d'Analyse des Empreintes Génétiques (FNAEG) des individus mis en cause";"";"";"SSI Documenté";"%";"55,2";"54,7";">55";">55";"57,8";"2013";">55";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2219";"P152.5";"Optimiser l'emploi des ressources";"2221";"P152.5.1";"Taux de disponibilité des véhicules";"Contribuable";"";"";"4323";"Taux de disponibilité des véhicules";"";"";"SSI Documenté";"%";"97,08";"96,83";">92";">92";"96,8";"2013";">92";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2219";"P152.5";"Optimiser l'emploi des ressources";"4496";"P152.5.2";"Taux de vacance moyen des logements";"Contribuable";"";"";"8375";"Taux de vacance moyen des logements";"";"";"SSI Documenté";"%";"5,5";"6,2";"<3,5";"<5";"4,98";"2013";"<3,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2219";"P152.5";"Optimiser l'emploi des ressources";"4497";"P152.5.3";"Evolution du coût global des loyers hors caserne";"Contribuable";"";"";"8147";"Evolution du coût global des loyers hors caserne";"";"";"SSI Documenté";"%";"-9,2";"-9,9";"-5";"-5";"-7,5";"2013";"-3";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2222";"P152.6";"Garantir les conditions d'exécution des missions militaires de protection et de contrôle gouvernemental";"2222";"P152.6.1";"Taux d'engagement des unités dans les missions militaires de protection et de contrôle gouvernemental";"Citoyen";"";"";"17711";"Taux d'engagement des unités dans les missions militaires de protection et de contrôle gouvernemental";"";"";"SSI Documenté";"%";"1,95";"2,01";">1,5";">1,5";"2,11";"2013";">1,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2223";"P152.7";"Renforcer l'efficacité de l'action civile et militaire de la France à l'étranger";"2223";"P152.7.1";"Nombre de jours OPEX";"Citoyen";"";"";"7901";"Nombre de jours OPEX";"";"";"SSI Documenté";"jours-gendarme";"269760";"257063";"250000";"200000";"138887";"2013";"250000";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"743";"P161.1";"Assurer l'efficacité des moyens aériens nationaux de lutte contre les feux de forêt en maîtrisant leur coût";"12603";"P161.1.1";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance";"Contribuable";"";"";"19736";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance « Canadair »";"(nouveau)";"";"SSI Documenté";"%";"16,06";"30,14";"16";"25";"25,08";"2013";"15,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"743";"P161.1";"Assurer l'efficacité des moyens aériens nationaux de lutte contre les feux de forêt en maîtrisant leur coût";"12603";"P161.1.1";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance";"Contribuable";"";"";"19737";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance « Tracker »";"(nouveau)";"";"SSI Documenté";"%";"12,02";"18,69";"12";"15";"18,97";"2013";"11,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"743";"P161.1";"Assurer l'efficacité des moyens aériens nationaux de lutte contre les feux de forêt en maîtrisant leur coût";"12603";"P161.1.1";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance";"Contribuable";"";"";"19738";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance « Dash 8 »";"(nouveau)";"";"SSI Documenté";"%";"10,4";"15,63";"10";"12,5";"10,17";"2013";"9,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"743";"P161.1";"Assurer l'efficacité des moyens aériens nationaux de lutte contre les feux de forêt en maîtrisant leur coût";"12603";"P161.1.1";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance";"Contribuable";"";"";"19739";"Rapport entre les dépenses de maintenance hors forfait et les dépenses totales du marché de maintenance « Beech »";"(nouveau)";"";"SSI Documenté";"%";"8,69";"5,67";"8,5";"7,5";"3,34";"2013";"8";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11330";"P161.2";"Obtenir un potentiel d'activités et d'engagement opérationnels maximal des Unités d'Instruction et d'Intervention de la Sécurité Civile (UIISC)";"12606";"P161.2.1";"Taux d'activités opérationnelles des Unités d'Instruction et d'Intervention de la Sécurité Civile (UIISC)";"Contribuable";"Indicateur de mission";"";"19742";"Taux d'activités opérationnelles des Unités d'Instruction et d'Intervention de la Sécurité Civile (UIISC)";"(nouveau)";"";"SSI Documenté";"%";"71";"71";"70";"70";"66,5";"2013";"70";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11330";"P161.2";"Obtenir un potentiel d'activités et d'engagement opérationnels maximal des Unités d'Instruction et d'Intervention de la Sécurité Civile (UIISC)";"12607";"P161.2.2";"Taux d'engagement opérationnel des Unités d'Instruction et d'Intervention de la Sécurité Civile (UIISC)";"Usager";"";"";"19743";"Taux d'engagement opérationnel des Unités d'Instruction et d'Intervention de la Sécurité Civile (UIISC)";"(nouveau)";"";"SSI Documenté";"%";"94";"75";"80";"80";"58,3";"2013";"80";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11329";"P161.3";"Assurer l'efficacité en milieux difficiles des opérations de secours aux personnes en hélicoptères en maîtrisant leur coût";"12604";"P161.3.1";"Durée moyenne de la visite programmée pour hélicoptères de type 600 h ou 24 mois";"Contribuable";"";"";"19740";"Durée moyenne de la visite programmée pour hélicoptères de type 600 h ou 24 mois";"(nouveau)";"";"SSI Documenté";"jours calendaires";"79,2";"76";"78";"78";"89,7";"2013";"77";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11329";"P161.3";"Assurer l'efficacité en milieux difficiles des opérations de secours aux personnes en hélicoptères en maîtrisant leur coût";"12605";"P161.3.2";"Rapport entre le nombre de missions médicalisées et le nombre total de missions de secours";"Usager";"Indicateur de mission";"";"19741";"Rapport entre le nombre de missions médicalisées et le nombre total de missions de secours";"(nouveau)";"";"SSI Documenté";"%";"87";"88,4";"88";"88";"89";"2013";"88,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11331";"P161.4";"Réduire les stocks de munitions explosives et chimiques";"12608";"P161.4.1";"Taux de réduction des stocks collectés de munitions anciennes (explosive ordonnance disposal ou EOD)";"Citoyen";"";"";"19744";"Taux de réduction des stocks collectés de munitions anciennes (explosive ordonnance disposal ou EOD)";"(nouveau)";"";"SSI Documenté";"%";"-5";"-5";"-4";"-3";"-28,8";"2013";"-3";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11332";"P161.5";"Faire évoluer la cartographie des centres en fonction de la capacité opérationnelle du service du déminage pour faire face à la menace terroriste";"12609";"P161.5.1";"Interventions sur objets suspects hors délais (Improvised explosive devices disposal ou IEDD)";"Usager";"";"";"19745";"Interventions sur objets suspects hors délais des équipes prépositionnées";"(nouveau)";"";"SSI Documenté";"%";"nd";"7";"3";"3";"6";"2013";"3";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11332";"P161.5";"Faire évoluer la cartographie des centres en fonction de la capacité opérationnelle du service du déminage pour faire face à la menace terroriste";"12609";"P161.5.1";"Interventions sur objets suspects hors délais (Improvised explosive devices disposal ou IEDD)";"Usager";"";"";"19749";"Interventions sur objets suspects hors délais des équipes non prépositionnées";"(nouveau)";"";"SSI Documenté";"%";"nd";"1,5";"5";"5";"1";"2013";"5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11333";"P161.6";"Obtenir une capacité opérationnelle maximale des moyens nationaux";"12610";"P161.6.1";"Capacité opérationnelle des moyens nationaux";"Citoyen";"Indicateur de mission";"";"19746";"Capacité opérationnelle des moyens nationaux";"(nouveau)";"";"SSI Documenté";"notation sur 20";"13";"13,25";"14";"13";"13,3";"2013";"15";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11333";"P161.6";"Obtenir une capacité opérationnelle maximale des moyens nationaux";"12610";"P161.6.1";"Capacité opérationnelle des moyens nationaux";"Citoyen";"Indicateur de mission";"";"19747";"Capacité opérationnelle des avions de la Sécurité Civile";"(nouveau)";"";"SSI Documenté";"notation sur 20";"13";"13";"14";"14";"13,2";"2013";"15";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11333";"P161.6";"Obtenir une capacité opérationnelle maximale des moyens nationaux";"12610";"P161.6.1";"Capacité opérationnelle des moyens nationaux";"Citoyen";"Indicateur de mission";"";"19748";"Capacité opérationnelle des hélicoptères de la Sécurité Civile";"(nouveau)";"";"SSI Documenté";"notation sur 20";"13";"14";"15";"14";"15";"2013";"16";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11333";"P161.6";"Obtenir une capacité opérationnelle maximale des moyens nationaux";"12610";"P161.6.1";"Capacité opérationnelle des moyens nationaux";"Citoyen";"Indicateur de mission";"";"19750";"Capacité opérationnelle des Unités d'Instruction et d'Intervention de la Sécurité Civile (UIISC)";"(nouveau)";"";"SSI Documenté";"notation sur 20";"13";"12,75";"14";"13";"14,3";"2013";"15";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P161";"Intervention des services opérationnels";"11333";"P161.6";"Obtenir une capacité opérationnelle maximale des moyens nationaux";"12610";"P161.6.1";"Capacité opérationnelle des moyens nationaux";"Citoyen";"Indicateur de mission";"";"19751";"Capacité opérationnelle du service du déminage";"(nouveau)";"";"SSI Documenté";"notation sur 20";"nd";"nd";"13";"12";"10,8";"2013";"14";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P128";"Coordination des moyens de secours";"2667";"P128.1";"Optimiser la coordination de la mise en oeuvre des opérations de maîtrise des feux de forêts";"2839";"P128.1.1";"Indices de mobilisation des colonnes de renforts prévisionnelles et curatives pendant la campagne ""saison feux""";"Citoyen";"";"";"3805";"Colonnes prévisionnelles";"";"";"SSI Documenté";"ratio";"0,27";"0";"0,15";"0,15";"0,03";"2013";"0,15";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P128";"Coordination des moyens de secours";"2667";"P128.1";"Optimiser la coordination de la mise en oeuvre des opérations de maîtrise des feux de forêts";"2839";"P128.1.1";"Indices de mobilisation des colonnes de renforts prévisionnelles et curatives pendant la campagne ""saison feux""";"Citoyen";"";"";"3806";"Colonnes curatives";"";"";"SSI Documenté";"ratio";"0,2";"0,1";"0,05";"0,08";"0,13";"2013";"0,05";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité civile";"P128";"Coordination des moyens de secours";"2667";"P128.1";"Optimiser la coordination de la mise en oeuvre des opérations de maîtrise des feux de forêts";"4446";"P128.1.2";"Efficacité du dispositif de protection des forêts pendant la campagne ""saison feux""";"Citoyen";"Indicateur de mission";"";"8238";"Nombre d'hectares brûlés en fonction de l'intensité de l'aléa climatique pendant la campagne ""saison feux""";"";"";"SSI Documenté";"ratio";"22,2";"12";"10";"20";"7,6";"2013";"10";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
