"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Numéro.Objectif";"Objectif";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Sous.indicateur";"Unité";"Réalisation.2014";"Réalisation.2015";"Prévision.2016.PAP.2016";"Prévision.2016.PAP.2017";"Réalisation.2016";"Année.cible";"Valeur.cible";"Code.Ministère.LFI.2016";"Ministère.LFI.2016"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.1";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.2";"Part des foyers bénéficiaires de la prime d'activité dont l'un des membres perçoit un montant de prime bonifié";"Citoyen";"";"Part des foyers bénéficiaires de la prime d'activité dont deux membres au moins perçoivent un montant de prime bonifié";"%";"SO";"SO";"5";"24,73";"24,5";"2017";"6,2";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.1";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.3";"Part des foyers bénéficiaires de la prime d'activité où un jeune de moins de 25 ans perçoit un montant de prime bonifié";"Citoyen";"";"Part des foyers bénéficiaires de la prime d'activité où un jeune de moins de 25 ans perçoit un montant de prime bonifié";"%";"SO";"SO";"4";"11,35";"15,6";"2017";"4,5";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.1";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.4";"Taux de sortie de la prime d'activité pour dépassement de ressources";"Citoyen";"";"Taux de sortie de la prime d'activité pour dépassement de ressources";"%";"SO";"SO";"3";"3";"3,8";"2017";"3,5";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.2";"Améliorer le repérage des enfants en danger ou en risque de danger";"P304.2.1";"Taux d'appels traités par le Service national téléphonique de l'enfance en danger (SNATED) et suites données par les Conseils généraux";"Usager";"";"Taux d'appels décrochés par le SNATED (pour 100 appels reçus)";"%";"67,8";"80,6";"65";"80";"87,9";"2017";"70";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.2";"Améliorer le repérage des enfants en danger ou en risque de danger";"P304.2.1";"Taux d'appels traités par le Service national téléphonique de l'enfance en danger (SNATED) et suites données par les Conseils généraux";"Usager";"";"Taux d'appels traités par un écoutant du SNATED (pour 100 appels décrochés par le pré-accueil)";"%";"8,8";"13,5";"9,5";"13";"15,6";"2017";"10";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.2";"Améliorer le repérage des enfants en danger ou en risque de danger";"P304.2.1";"Taux d'appels traités par le Service national téléphonique de l'enfance en danger (SNATED) et suites données par les Conseils généraux";"Usager";"";"Taux d'appels transmis aux conseils généraux (pour 100 appels traités)";"%";"42,2";"46";"40";"46";"47,1";"2017";"40";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.2";"Améliorer le repérage des enfants en danger ou en risque de danger";"P304.2.1";"Taux d'appels traités par le Service national téléphonique de l'enfance en danger (SNATED) et suites données par les Conseils généraux";"Usager";"";"Taux d'appels transmis aux conseils généraux ayant donné lieu à une décision de protection de l'enfance (pour 100 appels transmis)";"%";"ND";"ND";"80";"60";"ND";"2017";"80";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.3";"Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins";"P304.3.1";"Coût moyen des mesures de protection exercées par les services tutélaires";"Contribuable";"";"Part des services mandataires dont la valeur du point service est inférieure de 10% à la moyenne nationale";"%";"18,53";"18,73";"14";"18,7";"13";"2017";"14";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.3";"Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins";"P304.3.1";"Coût moyen des mesures de protection exercées par les services tutélaires";"Contribuable";"";"Part des services mandataires dont la valeur du point service est supérieure de 10% à la moyenne nationale";"%";"15,02";"13,02";"11,5";"12,4";"13,6";"2017";"8";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.1";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.1";"Qualité des processus de décision des maisons départementales des personnes handicapées (MDPH)";"Usager";"";"Délai moyen de traitement des dossiers relatifs aux enfants";"mois";"3,24";"3,38";"2";"2";"ND";"2017";"2";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.1";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.1";"Qualité des processus de décision des maisons départementales des personnes handicapées (MDPH)";"Usager";"";"Délai moyen de traitement des dossiers relatifs aux adultes";"mois";"4,4";"4,4";"3";"3";"ND";"2017";"3";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.1";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.2";"Qualité des décisions de la commission des droits et de l'autonomie (CDAPH) des maisons départementales des personnes handicapées (MDPH)";"Usager";"";"Taux d'accord sur décision de renouvellement d'AAH - art. L.821.2";"%";"N.D.";"N.D.";"82";"85";"N.D.";"2017";"80";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.1";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.2";"Qualité des décisions de la commission des droits et de l'autonomie (CDAPH) des maisons départementales des personnes handicapées (MDPH)";"Usager";"";"Taux de réformation par les tribunaux des décisions en matière d'attribution d'AAH ayant fait l'objet d'un recours";"%";"24,10";"21,52";"17";"21";"22,9";"2017";"15";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.1";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.2";"Qualité des décisions de la commission des droits et de l'autonomie (CDAPH) des maisons départementales des personnes handicapées (MDPH)";"Usager";"";"Écart type des taux départementaux des premiers accords d'allocation d'adulte handicapé (AAH) pour mille habitants de 20 à 59 ans";"";"1,6";"2,1";"1,1";"1,5";"1,7";"2017";"1";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.1";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.2";"Qualité des décisions de la commission des droits et de l'autonomie (CDAPH) des maisons départementales des personnes handicapées (MDPH)";"Usager";"";"Ecart type des taux départementaux des accords sur décision de renouvellement d'allocation d'adulte handicapé (AAH) pour mille habitants de 20 à 59 ans";"";"3";"3,8";"2,2";"3";"3,8";"2017";"2,1";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.2";"Développer l'insertion professionnelle des travailleurs handicapés - usagers des ESAT";"P157.2.1";"Part des travailleurs handicapés (en ESAT) concernés par une formation ou par une mise en emploi en milieu ordinaire";"Usager";"";"Part des travailleurs handicapés (en ESAT) concernés par une formation dans le cadre des OPCA conventionnés";"%";"19,69";"19,90";"22";"21";"21,8";"2017";"22,5";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.2";"Développer l'insertion professionnelle des travailleurs handicapés - usagers des ESAT";"P157.2.1";"Part des travailleurs handicapés (en ESAT) concernés par une formation ou par une mise en emploi en milieu ordinaire";"Usager";"";"Part des travailleurs handicapés (en ESAT) concernés par une mise en emploi en milieu ordinaire de travail";"%";"5";"5,5";"9";"";"6,8";"2017";"10,5";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.2";"Développer l'insertion professionnelle des travailleurs handicapés - usagers des ESAT";"P157.2.1";"Part des travailleurs handicapés (en ESAT) concernés par une formation ou par une mise en emploi en milieu ordinaire";"Usager";"";"Part des travailleuses handicapées (en ESAT) concernées par une mise en emploi en milieu ordinaire de travail";"%";"ND";"";"3,6";"";"6,4";"2017";"4,2";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.3";"Accompagner le retour vers l'emploi pour développer la part du revenu du travail dans les ressources des allocataires de l'allocation adultes handicapés (AAH)";"P157.3.1";"Part des allocataires de l'AAH percevant une rémunération d'activité";"Citoyen";"";"Part des personnes sollicitant l'AAH bénéficiant d'une décision positive de RQTH";"%";"45";"36";"60";"50";"41";"2017";"67";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.3";"Accompagner le retour vers l'emploi pour développer la part du revenu du travail dans les ressources des allocataires de l'allocation adultes handicapés (AAH)";"P157.3.1";"Part des allocataires de l'AAH percevant une rémunération d'activité";"Citoyen";"";"Part des allocataires de l'AAH percevant une rémunération d'activité en milieu protégé";"%";"13,1";"10,2";"11,5";"10,2";"10,1";"2017";"11,1";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.3";"Accompagner le retour vers l'emploi pour développer la part du revenu du travail dans les ressources des allocataires de l'allocation adultes handicapés (AAH)";"P157.3.1";"Part des allocataires de l'AAH percevant une rémunération d'activité";"Citoyen";"";"Part des allocataires de l'AAH percevant une rémunération d'activité en milieu ordinaire";"%";"11,8";"9,1";"11";"9,37";"9";"2017";"11";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"P157.4";"Lutter contre les situations de maltraitance des personnes vulnérables";"P157.4.1";"Taux d'appels téléphoniques traités par le dispositif d'accueil téléphonique, de suivi et de traitement des situations de maltraitance envers les personnes âgées et les adultes handicapés";"Usager";"";"Taux d'appels téléphoniques traités par le dispositif d'accueil téléphonique, de suivi et de traitement des situations de maltraitance envers les personnes âgées et les personnes adultes handicapées";"%";"82";"78";"80";"80";"76";"2017";"80";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P137";"Égalité entre les femmes et les hommes";"P137.1";"Contribuer au développement de l'égalité professionnelle et de la négociation collective";"P137.1.1";"Proportion de dispositifs pour l'égalité femmes - hommes mis en place au sein des branches professionnelles et des entreprises";"Usager";"";"Proportion d'accords de branche";"%";"14,4";"15,1";"14,7";"14,7";"13,4";"2017";"15";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P137";"Égalité entre les femmes et les hommes";"P137.1";"Contribuer au développement de l'égalité professionnelle et de la négociation collective";"P137.1.1";"Proportion de dispositifs pour l'égalité femmes - hommes mis en place au sein des branches professionnelles et des entreprises";"Usager";"";"Proportion d'accords d'entreprise";"%";"7,1";"11.3";"15";"12";"9,5";"2017";"15";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P137";"Égalité entre les femmes et les hommes";"P137.1";"Contribuer au développement de l'égalité professionnelle et de la négociation collective";"P137.1.1";"Proportion de dispositifs pour l'égalité femmes - hommes mis en place au sein des branches professionnelles et des entreprises";"Usager";"";"Taux de mise en conformité des entreprises suite à une mise en demeure en matière d'égalité professionnelle";"%";"94";"95";"95";"95";"ND";"2017";"96";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P137";"Égalité entre les femmes et les hommes";"P137.1";"Contribuer au développement de l'égalité professionnelle et de la négociation collective";"P137.1.2";"Accompagnement des entreprises";"Usager";"";"Part des crédits du programme 137 sur la part de l'ensemble des crédits affectés aux expérimentations";"%";"ND";"ND";"15";"";"3,27";"2017";"12";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P137";"Égalité entre les femmes et les hommes";"P137.2";"Améliorer la qualité de service en matière d'aide aux personnes victimes de violence";"P137.2.1";"Taux d'appels traités par la permanence téléphonique nationale de référence";"Usager";"";"FNSF (Fédération nationale solidarité femmes)";"%";"70,4";"74,3";"80";"80";"78,6";"2017";"80";"MIN56";"Affaires sociales et santé et droits des femmes"
